year,date,plot,treatment,vwc
2018,8/27/2018,F,Drought,3.233333333
2018,8/27/2018,G,Drought,3.066666667
2018,8/27/2018,H,Drought,2.533333333
2018,8/27/2018,I,Drought,1.8
2018,8/27/2018,J,Drought,3.233333333
2018,8/27/2018,K,Drought,2.466666667
2018,8/27/2018,L,Drought,2.833333333
2018,8/27/2018,M,Drought,3.066666667
2018,8/27/2018,N,Drought,1.766666667
2018,8/27/2018,O,Drought,1.766666667
2018,8/27/2018,P,Drought,2.2
2018,8/27/2018,Q,Drought,1.933333333
2018,8/27/2018,R,Drought,3.733333333
2018,8/27/2018,S,Drought,2.666666667
2018,8/27/2018,T,Drought,2.666666667
2018,9/2/2018,A,Ambient,6
2018,9/2/2018,B,Ambient,4.933333333
2018,9/2/2018,C,Ambient,3.033333333
2018,9/2/2018,D,Ambient,4.366666667
2018,9/2/2018,E,Ambient,3.6
2018,9/2/2018,F,Ambient,3.2
2018,9/2/2018,G,Ambient,3.733333333
2018,9/2/2018,H,Ambient,3.933333333
2018,9/2/2018,I,Ambient,4.6
2018,9/2/2018,J,Ambient,3.066666667
2018,9/2/2018,K,Ambient,5.166666667
2018,9/2/2018,L,Ambient,4
2018,9/2/2018,M,Ambient,2.6
2018,9/2/2018,N,Ambient,2.866666667
2018,9/2/2018,O,Ambient,3.8
2018,9/2/2018,P,Ambient,3.066666667
2018,9/2/2018,Q,Ambient,3.333333333
2018,9/2/2018,R,Ambient,4.9
2018,9/2/2018,S,Ambient,3.9
2018,9/2/2018,T,Ambient,2.9
2018,9/2/2018,A,Drought,5.633333333
2018,9/2/2018,B,Drought,4.366666667
2018,9/2/2018,C,Drought,2.266666667
2018,9/2/2018,D,Drought,2.333333333
2018,9/2/2018,E,Drought,2.266666667
2018,9/2/2018,F,Drought,2.833333333
2018,9/2/2018,G,Drought,2.566666667
2018,9/2/2018,H,Drought,2.9
2018,9/2/2018,I,Drought,2.133333333
2018,9/2/2018,J,Drought,2.933333333
2018,9/2/2018,K,Drought,3.266666667
2018,9/2/2018,L,Drought,2.833333333
2018,9/2/2018,M,Drought,2.566666667
2018,9/2/2018,N,Drought,2.166666667
2018,9/2/2018,O,Drought,2.266666667
2018,9/2/2018,P,Drought,2.6
2018,9/2/2018,Q,Drought,2.233333333
2018,9/2/2018,R,Drought,2.5
2018,9/2/2018,S,Drought,2.666666667
2018,9/2/2018,T,Drought,2.033333333
2019,7/3/2019,A,Ambient,7.8
2019,7/3/2019,B,Ambient,8.366666667
2019,7/3/2019,C,Ambient,7.233333333
2019,7/3/2019,D,Ambient,4.966666667
2019,7/3/2019,E,Ambient,12.5
2019,7/3/2019,F,Ambient,3.966666667
2019,7/3/2019,G,Ambient,8.7
2019,7/3/2019,H,Ambient,4.133333333
2019,7/3/2019,I,Ambient,11.46666667
2019,7/3/2019,J,Ambient,4.5
2019,7/3/2019,K,Ambient,11.76666667
2019,7/3/2019,L,Ambient,11.56666667
2019,7/3/2019,M,Ambient,7.8
2019,7/3/2019,N,Ambient,11.63333333
2019,7/3/2019,O,Ambient,13.23333333
2019,7/3/2019,P,Ambient,8.5
2019,7/3/2019,Q,Ambient,15.13333333
2019,7/3/2019,R,Ambient,6.466666667
2019,7/3/2019,S,Ambient,12
2019,7/3/2019,T,Ambient,6.7
2019,7/3/2019,A,Drought,8.6
2019,7/3/2019,B,Drought,18.2
2019,7/3/2019,C,Drought,7.533333333
2019,7/3/2019,D,Drought,11.13333333
2019,7/3/2019,E,Drought,9.266666667
2019,7/3/2019,F,Drought,4.366666667
2019,7/3/2019,G,Drought,8.866666667
2019,7/3/2019,H,Drought,2.666666667
2019,7/3/2019,I,Drought,7.1
2019,7/3/2019,J,Drought,13.33333333
2019,7/3/2019,K,Drought,15.13333333
2019,7/3/2019,L,Drought,20.1
2019,7/3/2019,M,Drought,8.666666667
2019,7/3/2019,N,Drought,4.966666667
2019,7/3/2019,O,Drought,12.8
2019,7/3/2019,P,Drought,8.833333333
2019,7/3/2019,Q,Drought,17.7
2019,7/3/2019,R,Drought,7.7
2019,7/3/2019,S,Drought,14.4
2019,7/3/2019,T,Drought,12
2019,7/22/2019,A,Ambient,20.43333333
2019,7/22/2019,B,Ambient,18.66666667
2019,7/22/2019,C,Ambient,10.4
2019,7/22/2019,D,Ambient,19.96666667
2019,7/22/2019,E,Ambient,18.5
2019,7/22/2019,F,Ambient,7.233333333
2019,7/22/2019,G,Ambient,7.533333333
2019,7/22/2019,H,Ambient,9.533333333
2019,7/22/2019,I,Ambient,6
2019,7/22/2019,J,Ambient,4.566666667
2019,7/22/2019,K,Ambient,10.26666667
2019,7/22/2019,L,Ambient,12.1
2019,7/22/2019,M,Ambient,7.833333333
2019,7/22/2019,N,Ambient,13
2019,7/22/2019,O,Ambient,8.933333333
2019,7/22/2019,P,Ambient,10.66666667
2019,7/22/2019,Q,Ambient,10.63333333
2019,7/22/2019,R,Ambient,15.7
2019,7/22/2019,S,Ambient,13.56666667
2019,7/22/2019,T,Ambient,10.16666667
2019,7/22/2019,A,Drought,10.9
2019,7/22/2019,B,Drought,20.2
2019,7/22/2019,C,Drought,9.366666667
2019,7/22/2019,D,Drought,4.6
2019,7/22/2019,E,Drought,3.2
2019,7/22/2019,F,Drought,3.533333333
2019,7/22/2019,G,Drought,2.566666667
2019,7/22/2019,H,Drought,10
2019,7/22/2019,I,Drought,6.166666667
2019,7/22/2019,J,Drought,7.666666667
2019,7/22/2019,K,Drought,6.233333333
2019,7/22/2019,L,Drought,11.33333333
2019,7/22/2019,M,Drought,6.133333333
2019,7/22/2019,N,Drought,4.9
2019,7/22/2019,O,Drought,5.466666667
2019,7/22/2019,P,Drought,5.033333333
2019,7/22/2019,Q,Drought,7.4
2019,7/22/2019,R,Drought,6.5
2019,7/22/2019,S,Drought,4.6
2019,7/22/2019,T,Drought,9.666666667
2019,7/29/2019,A,Ambient,11.56666667
2019,7/29/2019,B,Ambient,9.866666667
2019,7/29/2019,C,Ambient,4.466666667
2019,7/29/2019,D,Ambient,14.46666667
2019,7/29/2019,E,Ambient,7.233333333
2019,7/29/2019,F,Ambient,6
2019,7/29/2019,G,Ambient,6.766666667
2019,7/29/2019,H,Ambient,4.233333333
2019,7/29/2019,I,Ambient,6.5
2019,7/29/2019,J,Ambient,6.666666667
2019,7/29/2019,K,Ambient,12
2019,7/29/2019,L,Ambient,12.46666667
2019,7/29/2019,M,Ambient,6.233333333
2019,7/29/2019,N,Ambient,8.3
2019,7/29/2019,O,Ambient,11.06666667
2019,7/29/2019,P,Ambient,6
2019,7/29/2019,Q,Ambient,7.2
2019,7/29/2019,R,Ambient,9.233333333
2019,7/29/2019,S,Ambient,12.73333333
2019,7/29/2019,T,Ambient,5.466666667
2019,7/29/2019,A,Drought,7.866666667
2019,7/29/2019,B,Drought,14.03333333
2019,7/29/2019,C,Drought,3.966666667
2019,7/29/2019,D,Drought,4.333333333
2019,7/29/2019,E,Drought,8
2019,7/29/2019,F,Drought,3.733333333
2019,7/29/2019,G,Drought,7.133333333
2019,7/29/2019,H,Drought,4.733333333
2019,7/29/2019,I,Drought,4.4
2019,7/29/2019,J,Drought,7.533333333
2019,7/29/2019,K,Drought,4.966666667
2019,7/29/2019,L,Drought,10.83333333
2019,7/29/2019,M,Drought,4.833333333
2019,7/29/2019,N,Drought,2.266666667
2019,7/29/2019,O,Drought,4.133333333
2019,7/29/2019,P,Drought,3
2019,7/29/2019,Q,Drought,5.7
2019,7/29/2019,R,Drought,6.666666667
2019,7/29/2019,S,Drought,4.966666667
2019,7/29/2019,T,Drought,3.533333333
2019,8/7/2019,A,Ambient,19.3
2019,8/7/2019,B,Ambient,14.6
2019,8/7/2019,C,Ambient,6.2
2019,8/7/2019,D,Ambient,15.5
2019,8/7/2019,E,Ambient,9.366666667
2019,8/7/2019,F,Ambient,5.666666667
2019,8/7/2019,G,Ambient,7.266666667
2019,8/7/2019,H,Ambient,7
2019,8/7/2019,I,Ambient,9.1
2019,8/7/2019,J,Ambient,5.233333333
2019,8/7/2019,K,Ambient,10
2019,8/7/2019,L,Ambient,13.13333333
2019,8/7/2019,M,Ambient,5.433333333
2019,8/7/2019,N,Ambient,9.466666667
2019,8/7/2019,O,Ambient,9.533333333
2019,8/7/2019,P,Ambient,7.266666667
2019,8/7/2019,Q,Ambient,7.733333333
2019,8/7/2019,R,Ambient,9.7
2019,8/7/2019,S,Ambient,10.2
2019,8/7/2019,T,Ambient,6.033333333
2019,8/7/2019,A,Drought,9.133333333
2019,8/7/2019,B,Drought,18.36666667
2019,8/7/2019,C,Drought,8.5
2019,8/7/2019,D,Drought,3.9
2019,8/7/2019,E,Drought,5.133333333
2019,8/7/2019,F,Drought,3.733333333
2019,8/7/2019,G,Drought,6.633333333
2019,8/7/2019,H,Drought,5.066666667
2019,8/7/2019,I,Drought,2.6
2019,8/7/2019,J,Drought,3.933333333
2019,8/7/2019,K,Drought,3.866666667
2019,8/7/2019,L,Drought,7.966666667
2019,8/7/2019,M,Drought,4.333333333
2019,8/7/2019,N,Drought,2.2
2019,8/7/2019,O,Drought,3.866666667
2019,8/7/2019,P,Drought,3.266666667
2019,8/7/2019,Q,Drought,4.233333333
2019,8/7/2019,R,Drought,6.3
2019,8/7/2019,S,Drought,4.2
2019,8/7/2019,T,Drought,3.533333333
2019,8/20/2019,A,Ambient,8.766666667
2019,8/20/2019,B,Ambient,10.66666667
2019,8/20/2019,C,Ambient,2.6
2019,8/20/2019,D,Ambient,9.133333333
2019,8/20/2019,E,Ambient,5.666666667
2019,8/20/2019,F,Ambient,2.9
2019,8/20/2019,G,Ambient,5
2019,8/20/2019,H,Ambient,3.5
2019,8/20/2019,I,Ambient,5.633333333
2019,8/20/2019,J,Ambient,2.566666667
2019,8/20/2019,K,Ambient,9.233333333
2019,8/20/2019,L,Ambient,8.233333333
2019,8/20/2019,M,Ambient,3.333333333
2019,8/20/2019,N,Ambient,4.7
2019,8/20/2019,O,Ambient,5.4
2019,8/20/2019,P,Ambient,4.4
2019,8/20/2019,Q,Ambient,4.9
2019,8/20/2019,R,Ambient,4.7
2019,8/20/2019,S,Ambient,5.833333333
2019,8/20/2019,T,Ambient,3.033333333
2019,8/20/2019,A,Drought,8.333333333
2019,8/20/2019,B,Drought,12.43333333
2019,8/20/2019,C,Drought,3.6
2019,8/20/2019,D,Drought,3.633333333
2019,8/20/2019,E,Drought,2.933333333
2019,8/20/2019,F,Drought,2.4
2019,8/20/2019,G,Drought,4.1
2019,8/20/2019,H,Drought,1.866666667
2019,8/20/2019,I,Drought,3.266666667
2019,8/20/2019,J,Drought,3.333333333
2019,8/20/2019,K,Drought,3.1
2019,8/20/2019,L,Drought,8.633333333
2019,8/20/2019,M,Drought,4.033333333
2019,8/20/2019,N,Drought,2.733333333
2019,8/20/2019,O,Drought,3.3
2019,8/20/2019,P,Drought,6.733333333
2019,8/20/2019,Q,Drought,3.333333333
2019,8/20/2019,R,Drought,4.166666667
2019,8/20/2019,S,Drought,4.7
2019,8/20/2019,T,Drought,2.166666667
2019,8/26/2019,A,Ambient,6.533333333
2019,8/26/2019,B,Ambient,6.266666667
2019,8/26/2019,C,Ambient,2
2019,8/26/2019,D,Ambient,7.133333333
2019,8/26/2019,E,Ambient,6.033333333
2019,8/26/2019,F,Ambient,3.366666667
2019,8/26/2019,G,Ambient,3.366666667
2019,8/26/2019,H,Ambient,1.733333333
2019,8/26/2019,I,Ambient,3.833333333
2019,8/26/2019,J,Ambient,2.666666667
2019,8/26/2019,K,Ambient,6.066666667
2019,8/26/2019,L,Ambient,6.566666667
2019,8/26/2019,M,Ambient,3.033333333
2019,8/26/2019,N,Ambient,5.9
2019,8/26/2019,O,Ambient,5.666666667
2019,8/26/2019,P,Ambient,2.6
2019,8/26/2019,Q,Ambient,3.1
2019,8/26/2019,R,Ambient,4.533333333
2019,8/26/2019,S,Ambient,3.5
2019,8/26/2019,T,Ambient,2.5
2019,8/26/2019,A,Drought,5.9
2019,8/26/2019,B,Drought,9.233333333
2019,8/26/2019,C,Drought,5.033333333
2019,8/26/2019,D,Drought,2.8
2019,8/26/2019,E,Drought,3.933333333
2019,8/26/2019,F,Drought,2.9
2019,8/26/2019,G,Drought,3.466666667
2019,8/26/2019,H,Drought,2.333333333
2019,8/26/2019,I,Drought,2.266666667
2019,8/26/2019,J,Drought,3.033333333
2019,8/26/2019,K,Drought,2.9
2019,8/26/2019,L,Drought,8.233333333
2019,8/26/2019,M,Drought,2.966666667
2019,8/26/2019,N,Drought,2.166666667
2019,8/26/2019,O,Drought,3.2
2019,8/26/2019,P,Drought,2.566666667
2019,8/26/2019,Q,Drought,3.266666667
2019,8/26/2019,R,Drought,3.633333333
2019,8/26/2019,S,Drought,3.033333333
2019,8/26/2019,T,Drought,2.633333333
2019,9/3/2019,A,Ambient,4.866666667
2019,9/3/2019,B,Ambient,4.633333333
2019,9/3/2019,C,Ambient,1.833333333
2019,9/3/2019,D,Ambient,4.366666667
2019,9/3/2019,E,Ambient,3.433333333
2019,9/3/2019,F,Ambient,3.2
2019,9/3/2019,G,Ambient,3
2019,9/3/2019,H,Ambient,1.133333333
2019,9/3/2019,I,Ambient,2.466666667
2019,9/3/2019,J,Ambient,1.7
2019,9/3/2019,K,Ambient,3.966666667
2019,9/3/2019,L,Ambient,3.7
2019,9/3/2019,M,Ambient,1.533333333
2019,9/3/2019,N,Ambient,2.7
2019,9/3/2019,O,Ambient,3.533333333
2019,9/3/2019,P,Ambient,2.866666667
2019,9/3/2019,Q,Ambient,3.866666667
2019,9/3/2019,R,Ambient,5
2019,9/3/2019,S,Ambient,2.266666667
2019,9/3/2019,T,Ambient,3.8
2019,9/3/2019,A,Drought,5.2
2019,9/3/2019,B,Drought,6.333333333
2019,9/3/2019,C,Drought,4.233333333
2019,9/3/2019,D,Drought,3.366666667
2019,9/3/2019,E,Drought,0.7
2019,9/3/2019,F,Drought,2.4
2019,9/3/2019,G,Drought,2.966666667
2019,9/3/2019,H,Drought,1.666666667
2019,9/3/2019,I,Drought,7.266666667
2019,9/3/2019,J,Drought,2.3
2019,9/3/2019,K,Drought,2.9
2019,9/3/2019,L,Drought,4.9
2019,9/3/2019,M,Drought,2.1
2019,9/3/2019,N,Drought,1.3
2019,9/3/2019,O,Drought,1.7
2019,9/3/2019,P,Drought,1.866666667
2019,9/3/2019,Q,Drought,2.3
2019,9/3/2019,R,Drought,3.233333333
2019,9/3/2019,S,Drought,2.2
2019,9/3/2019,T,Drought,2.133333333
2019,9/9/2019,A,Ambient,4.566666667
2019,9/9/2019,B,Ambient,7.966666667
2019,9/9/2019,C,Ambient,4.8
2019,9/9/2019,D,Ambient,3.7
2019,9/9/2019,E,Ambient,5.566666667
2019,9/9/2019,F,Ambient,6.666666667
2019,9/9/2019,G,Ambient,4.3
2019,9/9/2019,H,Ambient,5.9
2019,9/9/2019,I,Ambient,7.9
2019,9/9/2019,J,Ambient,6.166666667
2019,9/9/2019,K,Ambient,9.366666667
2019,9/9/2019,L,Ambient,6.633333333
2019,9/9/2019,M,Ambient,3.1
2019,9/9/2019,N,Ambient,3
2019,9/9/2019,O,Ambient,3.433333333
2019,9/9/2019,P,Ambient,5.833333333
2019,9/9/2019,Q,Ambient,4.566666667
2019,9/9/2019,R,Ambient,7.933333333
2019,9/9/2019,S,Ambient,6.233333333
2019,9/9/2019,T,Ambient,4.733333333
2019,9/9/2019,A,Drought,2.166666667
2019,9/9/2019,B,Drought,3.133333333
2019,9/9/2019,C,Drought,6.4
2019,9/9/2019,D,Drought,0.966666667
2019,9/9/2019,E,Drought,2.233333333
2019,9/9/2019,F,Drought,2.433333333
2019,9/9/2019,G,Drought,2.333333333
2019,9/9/2019,H,Drought,1.066666667
2019,9/9/2019,I,Drought,2.8
2019,9/9/2019,J,Drought,2.5
2019,9/9/2019,K,Drought,2.866666667
2019,9/9/2019,L,Drought,4.6
2019,9/9/2019,M,Drought,1.6
2019,9/9/2019,N,Drought,1.433333333
2019,9/9/2019,O,Drought,1.8
2019,9/9/2019,P,Drought,2.033333333
2019,9/9/2019,Q,Drought,1.566666667
2019,9/9/2019,R,Drought,1.8
2019,9/9/2019,S,Drought,1.533333333
2019,9/9/2019,T,Drought,2
2019,9/15/2019,A,Ambient,4.166666667
2019,9/15/2019,B,Ambient,5.066666667
2019,9/15/2019,C,Ambient,3.433333333
2019,9/15/2019,D,Ambient,3.566666667
2019,9/15/2019,E,Ambient,2.466666667
2019,9/15/2019,F,Ambient,4.166666667
2019,9/15/2019,G,Ambient,3.133333333
2019,9/15/2019,H,Ambient,2.9
2019,9/15/2019,I,Ambient,4.366666667
2019,9/15/2019,J,Ambient,6.133333333
2019,9/15/2019,K,Ambient,6.5
2019,9/15/2019,L,Ambient,3.9
2019,9/15/2019,M,Ambient,3.2
2019,9/15/2019,N,Ambient,2.5
2019,9/15/2019,O,Ambient,2.166666667
2019,9/15/2019,P,Ambient,2.733333333
2019,9/15/2019,Q,Ambient,1.933333333
2019,9/15/2019,R,Ambient,2.866666667
2019,9/15/2019,S,Ambient,3.466666667
2019,9/15/2019,T,Ambient,3.166666667
2019,9/15/2019,A,Drought,2.266666667
2019,9/15/2019,B,Drought,2.133333333
2019,9/15/2019,C,Drought,2.766666667
2019,9/15/2019,D,Drought,6.166666667
2019,9/15/2019,E,Drought,1.5
2019,9/15/2019,F,Drought,2.8
2019,9/15/2019,G,Drought,1.566666667
2019,9/15/2019,H,Drought,2.033333333
2019,9/15/2019,I,Drought,1.733333333
2019,9/15/2019,J,Drought,2.733333333
2019,9/15/2019,K,Drought,3.333333333
2019,9/15/2019,L,Drought,2.666666667
2019,9/15/2019,M,Drought,2.6
2019,9/15/2019,N,Drought,1.266666667
2019,9/15/2019,O,Drought,1.166666667
2019,9/15/2019,P,Drought,1.4
2019,9/15/2019,Q,Drought,1.7
2019,9/15/2019,R,Drought,1.1
2019,9/15/2019,S,Drought,2.333333333
2019,9/15/2019,T,Drought,1.4
